"R0",,,,,,,,,,,"R1",,,,,,,,,,"R2",,,,,,,,,,"R3",,,,,,,,,,"R4",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]"
30,156.361,-26.582,165.449,-0.0274638,0.0645974,-0.00922702,0.000532785,0.000780172,0.00178887,0.00332953,156.009,-29.061,85.3469,-0.0420219,-0.010141,0.134965,0.000407796,0.000621833,0.00146767,0.00239424,156.945,-28.0971,5.83591,-0.0282498,0.0113235,-0.115909,0.000335038,0.000560646,0.00128578,0.00193054,154.629,-29.5001,-72.2965,0.0228057,0.0164773,-0.0893945,0.000503527,0.000936182,0.00207271,0.00275321,7.06861,-15.6345,-0.00315229,0.00143615,0.000494506,0.00264035,0.000923586,0.000939019,0.00215729,0.00313919
31,156.361,-26.582,165.449,0.0218298,0.0809376,-0.0523154,0.000536203,0.000784884,0.00180073,0.00334882,156.009,-29.061,85.3469,-0.0165456,-0.00260386,0.0945074,0.000402872,0.000615797,0.0014525,0.00236619,156.945,-28.0971,5.83591,-0.0316494,0.00297416,-0.148771,0.000340999,0.000571445,0.0013097,0.00196723,154.629,-29.5001,-72.2965,0.0027761,-0.00490817,-0.124336,0.000516448,0.00096293,0.00213117,0.00282029,7.06861,-15.6345,-0.00315229,0.00130471,-0.00345029,-0.000126568,0.000912567,0.000925716,0.00212727,0.00309093
32,156.361,-26.582,165.449,-0.00824401,0.0604747,-0.00816606,0.000512145,0.000747431,0.00171363,0.00319829,156.009,-29.061,85.3469,-0.0316591,-0.0111826,0.134498,0.000402991,0.0006167,0.00145478,0.00237098,156.945,-28.0971,5.83591,-0.0350582,0.00424838,-0.0959479,0.000344404,0.000578301,0.00132554,0.0019899,154.629,-29.5001,-72.2965,0.0199183,0.00332002,-0.0853469,0.000507313,0.000948075,0.00209642,0.00278055,7.06861,-15.6345,-0.00315229,0.00180567,0.00233751,0.00598655,0.00093168,0.000931768,0.00214073,0.00311176
33,156.361,-26.582,165.449,-0.0286664,0.0848575,0.0149788,0.000500738,0.000726848,0.00166838,0.00311219,156.009,-29.061,85.3469,-0.0420834,0.00825111,0.153192,0.000399127,0.000609606,0.00143867,0.00234809,156.945,-28.0971,5.83591,-0.0371776,0.0124583,-0.0659996,0.00033729,0.000565897,0.00129744,0.00195021,154.629,-29.5001,-72.2965,0.0346695,0.00434956,-0.0495448,0.0005116,0.000950055,0.00210351,0.00278719,7.06861,-15.6345,-0.00315229,0.00192758,-0.00198293,0.000749686,0.00091882,0.000923459,0.00211955,0.00308363
34,156.361,-26.582,165.449,-0.0718908,0.0424761,0.0661144,0.000531638,0.000776959,0.00178152,0.00331815,156.009,-29.061,85.3469,-0.0658048,-0.0154243,0.188265,0.000423226,0.000643371,0.00151838,0.00249011,156.945,-28.0971,5.83591,-0.0404181,0.0100724,-0.022919,0.000340529,0.000571556,0.00131204,0.00197058,154.629,-29.5001,-72.2965,0.0552853,0.019856,-0.00585063,0.000479339,0.000889583,0.00196986,0.00261446,7.06861,-15.6345,-0.00315229,0.000998755,-0.00308018,-0.00458752,0.000904099,0.00091901,0.00211094,0.00307195
35,156.361,-26.582,165.449,0.0147932,0.12011,0.0116226,0.000521118,0.000760702,0.00174609,0.00324924,156.009,-29.061,85.3469,-0.0209524,0.0291676,0.13402,0.000408276,0.000619859,0.00146317,0.00239579,156.945,-28.0971,5.83591,-0.0378214,0.0187983,-0.0866384,0.000326315,0.000549056,0.00125923,0.00188954,154.629,-29.5001,-72.2965,0.0207897,-0.0047384,-0.0634846,0.000488746,0.000908166,0.00200969,0.00267077,7.06861,-15.6345,-0.00315229,0.000266319,-0.00663966,-0.00393888,0.000917444,0.000921329,0.00211548,0.00308185
36,156.361,-26.582,165.449,0.0207215,0.0179908,0.0227639,0.000517687,0.000752702,0.0017276,0.00321699,156.009,-29.061,85.3469,-0.0189199,-0.0351032,0.139845,0.000397135,0.000605487,0.00142851,0.00233825,156.945,-28.0971,5.83591,-0.03861,0.00245554,-0.0887778,0.000322908,0.000542131,0.00124404,0.00186871,154.629,-29.5001,-72.2965,0.0175864,0.0118994,-0.0655942,0.000503142,0.000937947,0.0020752,0.00275106,7.06861,-15.6345,-0.00315229,0.000384698,0.000395556,0.00188554,0.00091938,0.000913115,0.00209588,0.0030493
37,156.361,-26.582,165.449,-0.0551646,0.114015,0.122173,0.000508806,0.000738374,0.00169521,0.00316185,156.009,-29.061,85.3469,-0.056016,0.0260751,0.233938,0.00040426,0.000616446,0.00145515,0.00237827,156.945,-28.0971,5.83591,-0.0369087,0.032717,-0.0160074,0.00032602,0.000549258,0.00125964,0.00188137,154.629,-29.5001,-72.2965,0.0580426,0.0120098,0.0296402,0.000529385,0.000982923,0.00217786,0.00288731,7.06861,-15.6345,-0.00315229,0.0016361,-0.00258073,0.000791903,0.000923486,0.000926512,0.00212901,0.00309467
38,156.361,-26.582,165.449,0.0594205,0.056689,0.0411801,0.000518457,0.000754339,0.00173,0.00322572,156.009,-29.061,85.3469,0.00137796,-0.0183428,0.146808,0.00041031,0.000626113,0.00147778,0.00241653,156.945,-28.0971,5.83591,-0.0323703,0.0110499,-0.113826,0.000328715,0.00055263,0.00126718,0.00189907,154.629,-29.5001,-72.2965,0.00696701,0.00053868,-0.0595408,0.000528753,0.000979002,0.00216953,0.0028831,7.06861,-15.6345,-0.00315229,0.000637419,1.74821e-06,0.00406854,0.000923797,0.000926786,0.00212857,0.00309734
39,156.361,-26.582,165.449,0.0370875,0.0573256,0.0835195,0.000524311,0.000762324,0.00174808,0.00326272,156.009,-29.061,85.3469,-0.0103156,-0.0139209,0.184507,0.000412394,0.00062778,0.00148244,0.00242628,156.945,-28.0971,5.83591,-0.0284869,0.0131506,-0.101417,0.000333067,0.000557282,0.00127882,0.00191426,154.629,-29.5001,-72.2965,0.021696,-0.00202917,-0.0275381,0.000492098,0.000911738,0.00202064,0.00268305,7.06861,-15.6345,-0.00315229,0.00105442,-0.00122196,0.00237235,0.000909473,0.000918173,0.00210829,0.00307085
