"R0",,,,,,,,,,,"R1",,,,,,,,,,"R2",,,,,,,,,,"R3",,,,,,,,,,"R4",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]"
20,157.683,-26.7845,164.529,0.0317446,0.0231117,-0.301431,0.000507348,0.000726845,0.00170716,0.00315546,156.769,-28.2178,85.0329,-0.0602004,0.0920648,-0.129927,0.000426242,0.000640061,0.00153925,0.00252819,156.338,-26.9296,6.04384,-0.0713589,0.132101,-0.323271,0.000430312,0.000704401,0.00164971,0.00245854,156.302,-27.5261,-71.3474,-0.013633,0.274547,-0.481921,0.000517566,0.000947845,0.00214239,0.00285075,5.51903,-13.1888,-0.00123566,-0.000226192,-0.00430658,-0.00624154,0.000944902,0.00093895,0.00217974,0.00319532
21,157.683,-26.7845,164.529,-0.117664,0.00915847,-0.163227,0.000519335,0.000744601,0.00174732,0.00323028,156.769,-28.2178,85.0329,-0.133526,0.102137,0.0111841,0.000387445,0.000582205,0.00140078,0.00229399,156.338,-26.9296,6.04384,-0.0735267,0.154135,-0.21053,0.000381868,0.000628452,0.00147179,0.00219824,156.302,-27.5261,-71.3474,0.0543224,0.310063,-0.353313,0.000496467,0.000913404,0.00206381,0.00274407,5.51903,-13.1888,-0.00123566,0.000548381,0.000732377,-0.00469721,0.000952354,0.000928309,0.00215435,0.00316583
22,157.683,-26.7845,164.529,0.0163615,-0.0418724,-0.294497,0.000513276,0.00074055,0.00173882,0.00320892,156.769,-28.2178,85.0329,-0.0610502,0.0728256,-0.120815,0.000376214,0.000566857,0.00136418,0.00223381,156.338,-26.9296,6.04384,-0.0714491,0.134172,-0.368497,0.000370429,0.000611057,0.00143042,0.00213491,156.302,-27.5261,-71.3474,-0.00867197,0.305855,-0.495788,0.000499091,0.000919316,0.00207665,0.00276174,5.51903,-13.1888,-0.00123566,-2.5801e-05,-0.00397144,-0.00774359,0.00093642,0.000909035,0.00210955,0.00310267
23,157.683,-26.7845,164.529,-0.122227,-0.060195,-0.162684,0.000507151,0.000732857,0.00171884,0.00317107,156.769,-28.2178,85.0329,-0.12543,0.0766325,0.00544207,0.000382617,0.000577434,0.00138955,0.00226581,156.338,-26.9296,6.04384,-0.0766144,0.150932,-0.261995,0.000358871,0.000592856,0.0013885,0.00206594,156.302,-27.5261,-71.3474,0.0525045,0.336966,-0.382455,0.000514352,0.000943315,0.00213145,0.00283897,5.51903,-13.1888,-0.00123566,0.000320684,0.000310603,-0.00672957,0.000927046,0.000921418,0.00213884,0.00313609
24,157.683,-26.7845,164.529,0.0334692,-0.0498213,-0.294586,0.000514592,0.000738467,0.00173235,0.00320713,156.769,-28.2178,85.0329,-0.0381152,0.082853,-0.129405,0.00039298,0.000592402,0.00142492,0.00232285,156.338,-26.9296,6.04384,-0.0757406,0.139084,-0.420817,0.000352212,0.000583032,0.00136429,0.00203563,156.302,-27.5261,-71.3474,-0.0171091,0.315491,-0.538248,0.000521785,0.000960563,0.00216814,0.00289304,5.51903,-13.1888,-0.00123566,0.000890108,-0.000488603,-0.00125128,0.000925986,0.000919117,0.00213521,0.00312791
25,157.683,-26.7845,164.529,-0.272772,-0.0644028,-0.0212106,0.00051851,0.000744751,0.00174659,0.00323486,156.769,-28.2178,85.0329,-0.186063,0.0944346,0.135005,0.000402689,0.000603316,0.00145187,0.00237412,156.338,-26.9296,6.04384,-0.0878287,0.173295,-0.165505,0.000362666,0.000597885,0.0014006,0.00208486,156.302,-27.5261,-71.3474,0.12086,0.370724,-0.290274,0.000513117,0.000943284,0.00212935,0.002845,5.51903,-13.1888,-0.00123566,0.00100414,0.000325006,-0.0102594,0.000930843,0.000918925,0.00213447,0.00312724
26,157.683,-26.7845,164.529,0.0307501,-0.0862018,-0.284177,0.00051025,0.000739445,0.00173202,0.00319384,156.769,-28.2178,85.0329,-0.022083,0.0738865,-0.131914,0.000390615,0.000586633,0.0014122,0.00231294,156.338,-26.9296,6.04384,-0.0840688,0.142043,-0.451748,0.000360556,0.000599811,0.0014024,0.00208357,156.302,-27.5261,-71.3474,-0.0137329,0.334877,-0.585602,0.000499836,0.000917041,0.00207101,0.00276911,5.51903,-13.1888,-0.00123566,0.00116657,-0.000268275,-0.00141945,0.000964931,0.000925606,0.00214835,0.00315176
27,157.683,-26.7845,164.529,-0.184983,-0.0420685,-0.0843189,0.000525796,0.000758186,0.00177842,0.003284,156.769,-28.2178,85.0329,-0.123766,0.117974,0.064,0.000377955,0.000569939,0.00137125,0.0022449,156.338,-26.9296,6.04384,-0.0935654,0.175037,-0.267734,0.000333969,0.000554001,0.00129622,0.00191088,156.302,-27.5261,-71.3474,0.0848632,0.359774,-0.414998,0.000495734,0.000913022,0.00206093,0.00275641,5.51903,-13.1888,-0.00123566,0.000481591,-0.000303056,-0.00633807,0.000960976,0.000927204,0.00215254,0.00315856
28,157.683,-26.7845,164.529,0.203646,-0.0792667,-0.430085,0.000521398,0.000748891,0.00175723,0.00324785,156.769,-28.2178,85.0329,0.0821152,0.0828221,-0.28553,0.000384215,0.000579834,0.00139562,0.00228031,156.338,-26.9296,6.04384,-0.088411,0.129009,-0.628215,0.000325981,0.000541568,0.0012668,0.00187172,156.302,-27.5261,-71.3474,-0.0915093,0.309222,-0.790196,0.000502106,0.000925852,0.00208743,0.00279061,5.51903,-13.1888,-0.00123566,-0.00116873,3.67645e-05,0.00267139,0.000957688,0.000946975,0.00219898,0.00322567
29,157.683,-26.7845,164.529,-0.0564456,-0.0979566,-0.198622,0.00050797,0.000732251,0.00171708,0.0031701,156.769,-28.2178,85.0329,-0.0432289,0.0956514,-0.057999,0.000378044,0.00057241,0.00137666,0.00224532,156.338,-26.9296,6.04384,-0.0943175,0.16128,-0.407284,0.000335278,0.000557412,0.00130367,0.00193361,156.302,-27.5261,-71.3474,0.0306804,0.358415,-0.588693,0.000503837,0.000925708,0.00208799,0.00279849,5.51903,-13.1888,-0.00123566,0.000110126,0.000825074,-0.00339354,0.00095865,0.00094363,0.00219068,0.00321266
