"R0",,,,,,,,,,,"R1",,,,,,,,,,"R2",,,,,,,,,,"R3",,,,,,,,,,"R4",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]"
30,155.006,-19.8161,165.837,-0.165792,0.0882583,0.192837,0.000503256,0.000735815,0.00173048,0.00319923,154.411,-18.8896,85.8346,-0.0545982,0.0697269,0.0698289,0.000436622,0.00066368,0.00160092,0.00262975,154.796,-18.553,6.03495,0.0182468,0.0185305,0.149998,0.000341199,0.000570868,0.001341,0.00199079,153.56,-21.0926,-71.9133,0.0424613,-0.0421656,0.161568,0.00050504,0.00093224,0.0021148,0.00279849,5.06513,-15.1051,-0.00125831,0.00112179,-0.00127658,-0.00106983,0.000917638,0.000925902,0.00216391,0.00316866
31,155.006,-19.8161,165.837,-0.218421,0.0348512,0.236022,0.000512475,0.000749071,0.00176042,0.0032564,154.411,-18.8896,85.8346,-0.0796508,0.0439945,0.125136,0.000412249,0.000629964,0.00151937,0.0024812,154.796,-18.553,6.03495,0.0200627,0.0229799,0.182975,0.000330544,0.000552694,0.00129904,0.00192347,153.56,-21.0926,-71.9133,0.0723315,-0.0047259,0.208447,0.000513348,0.000952068,0.0021592,0.00285629,5.06513,-15.1051,-0.00125831,0.000532542,-0.00043392,-0.00135816,0.000909976,0.000918193,0.0021429,0.00313914
32,155.006,-19.8161,165.837,-0.0679985,-0.0215236,0.0969512,0.000513919,0.000750012,0.00176411,0.00326586,154.411,-18.8896,85.8346,-0.000541425,-0.00611485,0.000196076,0.000423186,0.000644885,0.00155491,0.00254889,154.796,-18.553,6.03495,0.0282209,-0.0139532,0.0310303,0.000354598,0.000589078,0.00138475,0.00205893,153.56,-21.0926,-71.9133,0.0110879,-0.0336719,0.0687042,0.00046817,0.000869197,0.00197087,0.002613,5.06513,-15.1051,-0.00125831,0.000612177,-0.00231607,-0.00384506,0.000909679,0.000925557,0.00216172,0.00316675
33,155.006,-19.8161,165.837,-0.00426987,0.0216522,0.0378768,0.000494337,0.000720125,0.00169374,0.00313854,154.411,-18.8896,85.8346,0.0339666,0.0197143,-0.0394307,0.00039324,0.000600459,0.00144907,0.00237028,154.796,-18.553,6.03495,0.0332897,9.96568e-05,-0.0378541,0.000347857,0.000579903,0.00136229,0.00202504,153.56,-21.0926,-71.9133,-0.0142008,-0.0345117,0.00889567,0.000481088,0.000893494,0.00202511,0.00267811,5.06513,-15.1051,-0.00125831,0.000449071,0.000507085,0.00217214,0.000933936,0.000936395,0.00218846,0.00320823
34,155.006,-19.8161,165.837,-0.22689,0.0241281,0.216761,0.000486925,0.000705561,0.00166071,0.00308194,154.411,-18.8896,85.8346,-0.0809522,0.0287733,0.156087,0.000390826,0.000595701,0.00143681,0.0023545,154.796,-18.553,6.03495,0.0265643,0.0238992,0.13352,0.000347147,0.000578458,0.00135954,0.00201466,153.56,-21.0926,-71.9133,0.0815403,-0.00162368,0.191972,0.000489991,0.000907891,0.00206003,0.00271687,5.06513,-15.1051,-0.00125831,0.000727562,-0.00313779,-0.00809692,0.000917487,0.000916249,0.00214111,0.00313649
35,155.006,-19.8161,165.837,-0.172018,-0.00761987,0.161532,0.000496274,0.000720467,0.0016947,0.00314522,154.411,-18.8896,85.8346,-0.0539933,0.00268156,0.108868,0.000395573,0.00060041,0.00144858,0.00238306,154.796,-18.553,6.03495,0.0281167,0.0153219,0.0638271,0.000332818,0.000557785,0.00130889,0.00194188,153.56,-21.0926,-71.9133,0.0523265,0.00021619,0.13234,0.000490806,0.000911039,0.00206688,0.00272401,5.06513,-15.1051,-0.00125831,0.000408268,0.00034725,-0.000509596,0.000909539,0.000905571,0.00211698,0.00310154
36,155.006,-19.8161,165.837,-0.183802,0.052168,0.167064,0.000507556,0.000736395,0.0017327,0.00321928,154.411,-18.8896,85.8346,-0.0641368,0.0285098,0.112084,0.000386918,0.000589268,0.00142144,0.00232328,154.796,-18.553,6.03495,0.0265841,0.0208392,0.0596537,0.000321433,0.000536996,0.00126041,0.00187275,153.56,-21.0926,-71.9133,0.052093,-0.0222074,0.137612,0.000494491,0.000921331,0.00208771,0.00276123,5.06513,-15.1051,-0.00125831,0.000902783,-0.00124013,-0.00398077,0.000890945,0.000911238,0.00213074,0.00311706
37,155.006,-19.8161,165.837,-0.154797,0.01475,0.129559,0.000514743,0.000750707,0.00176617,0.00326558,154.411,-18.8896,85.8346,-0.0557603,0.00558719,0.0725426,0.00038632,0.000588979,0.00142045,0.00232646,154.796,-18.553,6.03495,0.024193,0.0164574,0.00664673,0.00032469,0.000542725,0.00127431,0.00189057,153.56,-21.0926,-71.9133,0.0307246,-0.00777116,0.0953985,0.000508248,0.000942642,0.00213719,0.00282075,5.06513,-15.1051,-0.00125831,0.00034124,-0.00237156,-0.00308028,0.000911882,0.000923283,0.00215878,0.00315929
38,155.006,-19.8161,165.837,-0.264854,0.0718274,0.215038,0.000519246,0.000760783,0.00178889,0.00329437,154.411,-18.8896,85.8346,-0.120328,0.0376356,0.154499,0.000385441,0.000588173,0.00141824,0.00232248,154.796,-18.553,6.03495,0.0177931,0.0297957,0.0895803,0.000321693,0.000539749,0.00126657,0.00187537,153.56,-21.0926,-71.9133,0.0716057,-0.0174647,0.183026,0.000501191,0.000925401,0.00209979,0.0027745,5.06513,-15.1051,-0.00125831,0.000762277,-0.00455916,-0.00837916,0.000911282,0.000934907,0.00218556,0.00319561
39,155.006,-19.8161,165.837,-0.066275,0.0115904,0.0263649,0.000529838,0.000771638,0.00181557,0.00335744,154.411,-18.8896,85.8346,-0.0273249,-0.0107246,-0.0368491,0.000404744,0.000616545,0.00148701,0.0024387,154.796,-18.553,6.03495,0.0205841,-0.00921236,-0.10064,0.000314545,0.000529808,0.00124233,0.00183222,153.56,-21.0926,-71.9133,-0.0261702,-0.0414372,-0.00496547,0.000486009,0.000895585,0.00203169,0.00268957,5.06513,-15.1051,-0.00125831,0.00070699,0.000672838,0.00269895,0.000912844,0.000926445,0.00216357,0.00316966
